identifier,date,value
2376144f,2014-04-08,39.3223483717991
2376144f,2014-05-08,40.8426165979388
2376144f,2014-06-08,40.6990107301605
2376144f,2014-07-08,41.797990141799
2376144f,2014-08-08,40.4919871018404
2376144f,2014-09-08,39.8147850704863
2376144f,2014-10-08,43.2982232614058
2376144f,2014-11-08,38.3722295177116
2376144f,2014-12-08,42.8898537961406
2376144f,2015-01-08,38.3084192210574
2376144f,2015-02-08,43.4054312193533
2376144f,2015-03-08,42.1861072842549
2376144f,2015-04-08,42.0432128772546
2376144f,2015-05-08,43.1917062186118
2376144f,2015-06-08,41.7323232988764
2376144f,2015-07-08,40.559789590506
2376144f,2015-08-08,38.6168464472758
2376144f,2015-09-08,40.0449798431457
2376144f,2015-10-08,39.5379952664493
2376144f,2015-11-08,38.2875866280491
2376144f,2015-12-08,38.0699922534735
2376144f,2016-01-08,43.0037460797598
2376144f,2016-02-08,38.6014795545155
2376144f,2016-03-08,40.5504568763764
2376144f,2016-04-08,39.6294379552377
2376144f,2016-05-08,40.9785682393097
2376144f,2016-06-08,42.3544973596436
2376144f,2016-07-08,39.6178513726058
2376144f,2016-08-08,40.791132327745
2376144f,2016-09-08,38.1563966741688
2376144f,2016-10-08,39.846096323928
2376144f,2016-11-08,42.1938447685142
2376144f,2016-12-08,41.0793773437264
f44268e4,2006-12-08,43.3809903651821
f44268e4,2007-01-08,44.3738678278503
f44268e4,2007-02-08,45.7933460205749
f44268e4,2007-03-08,43.898166381953
f44268e4,2007-04-08,43.5537248319683
f44268e4,2007-05-08,46.2376063888909
f44268e4,2007-06-08,43.6671706571772
f44268e4,2007-07-08,48.4289964078711
f44268e4,2007-08-08,44.4500118241241
f44268e4,2007-09-08,49.6915341827462
f44268e4,2007-10-08,46.2861501612607
f44268e4,2007-11-08,47.466899790415
f44268e4,2007-12-08,43.9886509704402
f44268e4,2008-01-08,48.7147680750999
f44268e4,2008-02-08,49.3161894280227
f44268e4,2008-03-08,44.4091060579811
f44268e4,2008-04-08,48.886579358204
f44268e4,2008-05-08,48.6261904707918
f44268e4,2008-06-08,45.18824473243
f44268e4,2008-07-08,45.3932213430813
f44268e4,2008-08-08,44.0803895866923
f44268e4,2008-09-08,48.6836685860437
f44268e4,2008-10-08,43.9613297146349
f44268e4,2008-11-08,46.0209303243387
f44268e4,2008-12-08,45.4653289852506
f44268e4,2009-01-08,44.2318748180582
f44268e4,2009-02-08,48.2222852204829
f44268e4,2009-03-08,43.849860591417
f44268e4,2009-04-08,47.8424926358281
f44268e4,2009-05-08,47.1000337113089
f44268e4,2009-06-08,46.6661646080592
f44268e4,2009-07-08,47.8929393730477
f44268e4,2009-08-08,48.1433579111968
f44268e4,2009-09-08,49.1289670006716
f44268e4,2009-10-08,48.4605621270382
f44268e4,2009-11-08,48.3665391152025
f44268e4,2009-12-08,45.5364482174057
f44268e4,2010-01-08,48.7971891592795
f44268e4,2010-02-08,46.9654103509168
f44268e4,2010-03-08,46.6559164135673
f44268e4,2010-04-08,48.6585981698689
f44268e4,2010-05-08,43.4214353400207
f44268e4,2010-06-08,44.2926910348521
f44268e4,2010-07-08,49.3167055153732
f44268e4,2010-08-08,48.8056597901847
f44268e4,2010-09-08,43.7787552907179
f44268e4,2010-10-08,43.8956864011974
f44268e4,2010-11-08,47.8621139762319
f44268e4,2010-12-08,49.0744021365739
f44268e4,2011-01-08,45.753387505665
f44268e4,2011-02-08,43.4252101471564
f44268e4,2011-03-08,49.8242480953038
f44268e4,2011-04-08,44.6069309195519
f44268e4,2011-05-08,44.0559962338288
f44268e4,2011-06-08,46.0150532474857
f44268e4,2011-07-08,46.7417162768401
f44268e4,2011-08-08,44.9573274239246
f44268e4,2011-09-08,44.4072132958117
f44268e4,2011-10-08,47.2610332402946
f44268e4,2011-11-08,49.4692764317902
f44268e4,2011-12-08,48.1767033791581
f44268e4,2012-01-08,44.0970726761969
f44268e4,2012-02-08,47.5320906357077
f44268e4,2012-03-08,46.489936118198
f44268e4,2012-04-08,43.3959145077383
f44268e4,2012-05-08,46.162527590589
f44268e4,2012-06-08,45.0263500642703
f44268e4,2012-07-08,45.6018190971815
f44268e4,2012-08-08,45.1295915777117
f44268e4,2012-09-08,48.6612167872247
f44268e4,2012-10-08,48.9271918858129
f44268e4,2012-11-08,43.9580645784503
f44268e4,2012-12-08,48.7521085023096
f44268e4,2013-01-08,43.3897577485082
f44268e4,2013-02-08,43.4446449216667
f44268e4,2013-03-08,47.7276431203375
f44268e4,2013-04-08,43.8379694112636
f44268e4,2013-05-08,44.0097876949017
f44268e4,2013-06-08,45.7596319244125
f44268e4,2013-07-08,49.5818279198751
f44268e4,2013-08-08,46.4326315726042
f44268e4,2013-09-08,45.8542984436064
f44268e4,2013-10-08,49.575950843022
f44268e4,2013-11-08,47.7090188672202
f44268e4,2013-12-08,46.5797510494728
f44268e4,2014-01-08,45.7608789213774
f44268e4,2014-02-08,44.6206099719034
f44268e4,2014-03-08,48.2065348484614
f44268e4,2014-04-08,46.8375485892267
f44268e4,2014-05-08,48.5510995872622
f44268e4,2014-06-08,47.8456861080948
f44268e4,2014-07-08,45.1841267992546
f44268e4,2014-08-08,49.3176286354966
f44268e4,2014-09-08,45.5476515716456
f44268e4,2014-10-08,48.3435192894902
f44268e4,2014-11-08,49.3829995152724
f44268e4,2014-12-08,48.3796355372988
f44268e4,2015-01-08,43.5397441816037
f44268e4,2015-02-08,45.1546934433236
f44268e4,2015-03-08,43.6791019428537
f44268e4,2015-04-08,48.8704173438925
f44268e4,2015-05-08,44.2517601569797
f44268e4,2015-06-08,44.3066228933415
f44268e4,2015-07-08,47.7924006740452
f44268e4,2015-08-08,44.3109742775254
f44268e4,2015-09-08,44.4207241870457
f44268e4,2015-10-08,45.6899186222258
f44268e4,2015-11-08,44.8184000608265
f44268e4,2015-12-08,45.0999682539849
f44268e4,2016-01-08,48.1190069186759
f44268e4,2016-02-08,44.5701028115714
f44268e4,2016-03-08,48.2020562016532
f44268e4,2016-04-08,44.1431801901255
f44268e4,2016-05-08,44.3159284824365
f44268e4,2016-06-08,46.0809498967166
f44268e4,2016-07-08,47.3923876116358
f44268e4,2016-08-08,46.7462637758515
f44268e4,2016-09-08,47.3710162406576
f44268e4,2016-10-08,45.7687972879404
f44268e4,2016-11-08,43.753687195948
f44268e4,2016-12-08,46.0919906557629
9c77b480,2006-12-08,36.8468930972604
9c77b480,2007-01-08,37.1880192826002
9c77b480,2007-02-08,35.6675614539977
9c77b480,2007-03-08,36.4854324975417
9c77b480,2007-04-08,36.0154297762074
9c77b480,2007-05-08,35.8366811578446
9c77b480,2007-06-08,37.9600924193894
9c77b480,2007-07-08,36.2972076091089
9c77b480,2007-08-08,35.0608442944975
9c77b480,2007-09-08,38.7048125532544
9c77b480,2007-10-08,37.0862792966863
9c77b480,2007-11-08,38.6678516287989
9c77b480,2007-12-08,39.497401940862
9c77b480,2008-01-08,37.9675915491027
9c77b480,2008-02-08,35.3208695904042
9c77b480,2008-03-08,35.4458760769787
9c77b480,2008-04-08,39.3980111115492
9c77b480,2008-05-08,39.1919084944409
9c77b480,2008-06-08,36.4479474164232
9c77b480,2008-07-08,38.0818647947346
9c77b480,2008-08-08,39.8488515586337
9c77b480,2008-09-08,37.2445418300246
9c77b480,2008-10-08,35.0509961280732
9c77b480,2008-11-08,37.8781615143121
9c77b480,2008-12-08,40.0058422278243
9c77b480,2009-01-08,38.3173523130494
9c77b480,2009-02-08,39.8492687807509
9c77b480,2009-03-08,35.093592435811
9c77b480,2009-04-08,35.2954091001721
9c77b480,2009-05-08,40.2161367843405
9c77b480,2009-06-08,36.9341198130797
9c77b480,2009-07-08,37.1134818988205
9c77b480,2009-08-08,37.1210127235367
9c77b480,2009-09-08,37.5728609684653
9c77b480,2009-10-08,38.5700941001968
9c77b480,2009-11-08,38.1076222035788
9c77b480,2009-12-08,38.3807218276977
9c77b480,2010-01-08,36.2470431761823
9c77b480,2010-02-08,39.3760095140756
9c77b480,2010-03-08,38.4127458235831
9c77b480,2010-04-08,39.9230354332712
9c77b480,2010-05-08,36.179145467358
9c77b480,2010-06-08,36.7974541089781
9c77b480,2010-07-08,39.1372940307293
9c77b480,2010-08-08,39.1179167178485
9c77b480,2010-09-08,37.0895034007702
9c77b480,2010-10-08,39.5543498090958
9c77b480,2010-11-08,38.2327844884405
9c77b480,2010-12-08,35.9982685518072
9c77b480,2011-01-08,35.7191538821151
9c77b480,2011-02-08,36.0315059397711
9c77b480,2011-03-08,35.5639767670369
9c77b480,2011-04-08,37.9348754159743
9c77b480,2011-05-08,36.0536817716789
9c77b480,2011-06-08,38.4133179851836
9c77b480,2011-07-08,37.6575743003947
9c77b480,2011-08-08,39.3422137861162
9c77b480,2011-09-08,37.9794434225305
9c77b480,2011-10-08,37.7223464375936
9c77b480,2011-11-08,39.6088025876762
9c77b480,2011-12-08,37.9124368634671
9c77b480,2012-01-08,39.6276459520611
9c77b480,2012-02-08,36.4391411455395
9c77b480,2012-03-08,40.0046292883917
9c77b480,2012-04-08,36.9173635771224
9c77b480,2012-05-08,39.9804149471242
9c77b480,2012-06-08,37.8291081485666
9c77b480,2012-07-08,40.2692651086548
9c77b480,2012-08-08,35.9443147799025
9c77b480,2012-09-08,36.9219743192382
9c77b480,2012-10-08,38.398867588834
9c77b480,2012-11-08,35.5842068697698
9c77b480,2012-12-08,38.0722994904308
9c77b480,2013-01-08,40.1675014016467
9c77b480,2013-02-08,39.6926806043337
9c77b480,2013-03-08,36.9070728648754
9c77b480,2013-04-08,36.973861459013
9c77b480,2013-05-08,38.9638870700256
9c77b480,2013-06-08,40.1110370547038
9c77b480,2013-07-08,37.9433097146548
9c77b480,2013-08-08,39.6542206559753
9c77b480,2013-09-08,35.8593996535177
9c77b480,2013-10-08,38.4784661830796
9c77b480,2013-11-08,37.3059527285456
9c77b480,2013-12-08,36.8842611265845
9c77b480,2014-01-08,36.6086408248592
9c77b480,2014-02-08,39.9347067303282
9c77b480,2014-03-08,35.9433315692968
9c77b480,2014-04-08,39.5592639487776
9c77b480,2014-05-08,37.3739098245178
9c77b480,2014-06-08,35.2689908135691
9c77b480,2014-07-08,37.1885574688408
9c77b480,2014-08-08,36.718412433175
9c77b480,2014-09-08,36.6793116604965
9c77b480,2014-10-08,36.9100434162753
9c77b480,2014-11-08,38.6069557116853
9c77b480,2014-12-08,36.3765832642167
9c77b480,2015-01-08,39.7103312662297
9c77b480,2015-02-08,38.5930774769362
9c77b480,2015-03-08,37.2920777479538
9c77b480,2015-04-08,36.3491622445108
9c77b480,2015-05-08,36.7088017248129
9c77b480,2015-06-08,37.8474643191115
9c77b480,2015-07-08,39.3926414363294
9c77b480,2015-08-08,36.5931597830557
9c77b480,2015-09-08,37.2570015800413
9c77b480,2015-10-08,36.0165709578009
9c77b480,2015-11-08,38.5382009434566
9c77b480,2015-12-08,35.9377453091096
9c77b480,2016-01-08,35.8444646715475
9c77b480,2016-02-08,36.1983673147074
9c77b480,2016-03-08,35.308822621681
9c77b480,2016-04-08,36.6750440264531
9c77b480,2016-05-08,39.6480132016216
9c77b480,2016-06-08,37.5859550516145
9c77b480,2016-07-08,38.5304848544255
9c77b480,2016-08-08,35.9735106830769
9c77b480,2016-09-08,37.2375184385388
9c77b480,2016-10-08,39.4449961251102
9c77b480,2016-11-08,35.2496312908973
9c77b480,2016-12-08,39.5826079644445
04a9e9f5,2006-12-08,46.5857189075361
04a9e9f5,2007-01-08,46.6677957089687
04a9e9f5,2007-02-08,50.8186657488201
04a9e9f5,2007-03-08,51.2136987941802
04a9e9f5,2007-04-08,48.4109996900121
04a9e9f5,2007-05-08,50.0777874827322
04a9e9f5,2007-06-08,49.0277583747048
04a9e9f5,2007-07-08,51.3383092366496
04a9e9f5,2007-08-08,51.7855249671174
04a9e9f5,2007-09-08,51.2006555272234
04a9e9f5,2007-10-08,48.1879886863882
04a9e9f5,2007-11-08,50.6337449366855
04a9e9f5,2007-12-08,46.4280106359918
04a9e9f5,2008-01-08,51.0699305258654
04a9e9f5,2008-02-08,51.9113070342638
04a9e9f5,2008-03-08,50.9670627298779
04a9e9f5,2008-04-08,45.4495689742314
04a9e9f5,2008-05-08,46.1702957965185
04a9e9f5,2008-06-08,45.6837911069369
04a9e9f5,2008-07-08,45.81172550823
04a9e9f5,2008-08-08,48.2995305575978
04a9e9f5,2008-09-08,51.6582804372041
04a9e9f5,2008-10-08,49.1191375645472
04a9e9f5,2008-11-08,46.0326324951285
04a9e9f5,2008-12-08,46.0841780156058
04a9e9f5,2009-01-08,51.9758798023904
04a9e9f5,2009-02-08,51.7445384297792
04a9e9f5,2009-03-08,46.3697761590724
04a9e9f5,2009-04-08,51.0698035169984
04a9e9f5,2009-05-08,50.9711120987662
04a9e9f5,2009-06-08,49.4487901579202
04a9e9f5,2009-07-08,45.553084802155
04a9e9f5,2009-08-08,45.5364701853554
04a9e9f5,2009-09-08,48.1650182843608
04a9e9f5,2009-10-08,51.4603161017785
04a9e9f5,2009-11-08,48.6410023776462
04a9e9f5,2009-12-08,46.1403681447134
04a9e9f5,2010-01-08,48.3856368541038
04a9e9f5,2010-02-08,47.8768739950809
04a9e9f5,2010-03-08,45.8234554894513
04a9e9f5,2010-04-08,47.4838547589477
04a9e9f5,2010-05-08,50.7583951837478
04a9e9f5,2010-06-08,51.1507329284155
04a9e9f5,2010-07-08,48.6053978972181
04a9e9f5,2010-08-08,49.7258880872336
04a9e9f5,2010-09-08,50.9596023434644
04a9e9f5,2010-10-08,47.4700230047166
04a9e9f5,2010-11-08,49.8689895669084
04a9e9f5,2010-12-08,51.8234306422616
04a9e9f5,2011-01-08,47.8473466139322
04a9e9f5,2011-02-08,50.3742475774171
04a9e9f5,2011-03-08,48.0205235806445
04a9e9f5,2011-04-08,47.4031894287568
04a9e9f5,2011-05-08,47.3909475227494
04a9e9f5,2011-06-08,48.7466885780516
04a9e9f5,2011-07-08,48.1808999498059
04a9e9f5,2011-08-08,47.2643897027603
04a9e9f5,2011-09-08,48.388789388616
04a9e9f5,2011-10-08,49.244208611157
04a9e9f5,2011-11-08,46.2317556005438
04a9e9f5,2011-12-08,47.2574638650027
04a9e9f5,2012-01-08,46.5905611466977
04a9e9f5,2012-02-08,46.4783729049775
04a9e9f5,2012-03-08,47.4874665526367
04a9e9f5,2012-04-08,49.4491119365018
04a9e9f5,2012-05-08,45.8362513843765
04a9e9f5,2012-06-08,50.8220014325616
04a9e9f5,2012-07-08,50.2830125834939
04a9e9f5,2012-08-08,48.915420740759
04a9e9f5,2012-09-08,46.596437805263
04a9e9f5,2012-10-08,50.8000005783885
04a9e9f5,2012-11-08,51.0928080019853
04a9e9f5,2012-12-08,52.0483654912895
04a9e9f5,2013-01-08,49.8482958844245
04a9e9f5,2013-02-08,47.595768276824
04a9e9f5,2013-03-08,49.6718159593082
04a9e9f5,2013-04-08,48.7054606055094
04a9e9f5,2013-05-08,49.7593237869838
04a9e9f5,2013-06-08,47.4383679038371
04a9e9f5,2013-07-08,48.4264536285561
04a9e9f5,2013-08-08,45.5042327785365
04a9e9f5,2013-09-08,45.7101778588746
04a9e9f5,2013-10-08,51.1405097114792
04a9e9f5,2013-11-08,47.6009547127366
04a9e9f5,2013-12-08,47.7946578839027
04a9e9f5,2014-01-08,47.7847606671514
04a9e9f5,2014-02-08,50.4753871648212
04a9e9f5,2014-03-08,49.7525800921063
04a9e9f5,2014-04-08,50.867082558046
04a9e9f5,2014-05-08,47.6171581535987
04a9e9f5,2014-06-08,50.6778681949288
04a9e9f5,2014-07-08,46.0221088006692
04a9e9f5,2014-08-08,48.9012518057398
04a9e9f5,2014-09-08,51.849773602185
04a9e9f5,2014-10-08,48.2031078555846
04a9e9f5,2014-11-08,46.247926119862
04a9e9f5,2014-12-08,45.5835873673466
04a9e9f5,2015-01-08,46.9226716689313
04a9e9f5,2015-02-08,51.2244712056346
04a9e9f5,2015-03-08,49.1925406103842
04a9e9f5,2015-04-08,48.212641976473
04a9e9f5,2015-05-08,49.9220341616436
04a9e9f5,2015-06-08,48.1829109931547
04a9e9f5,2015-07-08,48.1585698485476
04a9e9f5,2015-08-08,47.6678924268532
04a9e9f5,2015-09-08,50.4722117722573
04a9e9f5,2015-10-08,45.7279481854763
04a9e9f5,2015-11-08,51.0668855346413
04a9e9f5,2015-12-08,48.1290979368616
04a9e9f5,2016-01-08,47.859848591592
04a9e9f5,2016-02-08,47.3909015408179
04a9e9f5,2016-03-08,48.3268632208415
04a9e9f5,2016-04-08,48.2635589527453
04a9e9f5,2016-05-08,46.4289736299177
04a9e9f5,2016-06-08,50.6213504358568
04a9e9f5,2016-07-08,50.7517493420913
04a9e9f5,2016-08-08,48.9072668025123
04a9e9f5,2016-09-08,48.9942999782985
04a9e9f5,2016-10-08,48.401891811818
04a9e9f5,2016-11-08,47.6719117381789
04a9e9f5,2016-12-08,51.3049906341759
1c69e1e1,2006-12-08,48.1361689054144
1c69e1e1,2007-01-08,46.7560945666752
1c69e1e1,2007-02-08,51.3186972454229
1c69e1e1,2007-03-08,49.0782609379412
1c69e1e1,2007-04-08,47.0334008816731
1c69e1e1,2007-05-08,46.1354463618088
1c69e1e1,2007-06-08,48.1997038313322
1c69e1e1,2007-07-08,50.9220885352134
1c69e1e1,2007-08-08,49.0435761087333
1c69e1e1,2007-09-08,46.0178334020377
1c69e1e1,2007-10-08,46.9999248608577
1c69e1e1,2007-11-08,51.8975973450088
1c69e1e1,2007-12-08,48.3808470904001
1c69e1e1,2008-01-08,45.3686021999349
1c69e1e1,2008-02-08,45.5188191717552
1c69e1e1,2008-03-08,47.3445982896563
1c69e1e1,2008-04-08,48.1931316990822
1c69e1e1,2008-05-08,48.0739181723574
1c69e1e1,2008-06-08,49.4304347333905
1c69e1e1,2008-07-08,51.2155595349008
1c69e1e1,2008-08-08,51.0329991491682
1c69e1e1,2008-09-08,50.5536960873323
1c69e1e1,2008-10-08,49.733475877599
1c69e1e1,2008-11-08,49.6814021300731
1c69e1e1,2008-12-08,47.356375566634
1c69e1e1,2009-01-08,46.6232470883325
1c69e1e1,2009-02-08,45.9783666039836
1c69e1e1,2009-03-08,49.7234112705019
1c69e1e1,2009-04-08,45.8252635803151
1c69e1e1,2009-05-08,47.6503456365176
1c69e1e1,2009-06-08,46.0060273298083
1c69e1e1,2009-07-08,48.6244829430062
1c69e1e1,2009-08-08,49.0694906604694
1c69e1e1,2009-09-08,51.9877750325079
1c69e1e1,2009-10-08,45.5652519031738
1c69e1e1,2009-11-08,50.7659419962524
1c69e1e1,2009-12-08,45.985729416543
1c69e1e1,2010-01-08,48.4280061886159
1c69e1e1,2010-02-08,49.5505385536922
1c69e1e1,2010-03-08,49.6923559793862
1c69e1e1,2010-04-08,49.1088900479303
1c69e1e1,2010-05-08,51.2135138686598
1c69e1e1,2010-06-08,49.4524613466215
1c69e1e1,2010-07-08,45.3522451605568
1c69e1e1,2010-08-08,51.2451665258713
1c69e1e1,2010-09-08,49.6343309724865
1c69e1e1,2010-10-08,47.359893904323
1c69e1e1,2010-11-08,47.3008062471799
1c69e1e1,2010-12-08,45.5707571670703
1c69e1e1,2011-01-08,51.4533790949902
1c69e1e1,2011-02-08,46.3788738043071
1c69e1e1,2011-03-08,51.2668067735152
1c69e1e1,2011-04-08,49.8695832045489
1c69e1e1,2011-05-08,50.775400136016
1c69e1e1,2011-06-08,48.8107169258146
1c69e1e1,2011-07-08,51.8890092252927
1c69e1e1,2011-08-08,52.0616976784585
1c69e1e1,2011-09-08,49.4521339870749
1c69e1e1,2011-10-08,49.4749285180211
1c69e1e1,2011-11-08,45.749469281
1c69e1e1,2011-12-08,51.7655300777024
1c69e1e1,2012-01-08,50.144006305106
1c69e1e1,2012-02-08,49.0370026781161
1c69e1e1,2012-03-08,48.6975287603981
1c69e1e1,2012-04-08,49.9942893598403
1c69e1e1,2012-05-08,49.2653050385666
1c69e1e1,2012-06-08,47.3259787820437
1c69e1e1,2012-07-08,50.6430692304932
1c69e1e1,2012-08-08,45.5558192494089
1c69e1e1,2012-09-08,51.5395677898458
1c69e1e1,2012-10-08,48.1979332352726
1c69e1e1,2012-11-08,49.3277597514491
1c69e1e1,2012-12-08,50.6155896838987
1c69e1e1,2013-01-08,45.5129026041205
1c69e1e1,2013-02-08,49.3430553692826
1c69e1e1,2013-03-08,49.7232642319964
1c69e1e1,2013-04-08,49.8102840338837
1c69e1e1,2013-05-08,51.3659997277155
1c69e1e1,2013-06-08,51.6871209332863
1c69e1e1,2013-07-08,50.0440916550639
1c69e1e1,2013-08-08,50.681886844932
1c69e1e1,2013-09-08,45.9285027598198
1c69e1e1,2013-10-08,49.1734064508055
1c69e1e1,2013-11-08,48.4139780717073
1c69e1e1,2013-12-08,51.3669533499457
1c69e1e1,2014-01-08,45.8466314020132
1c69e1e1,2014-02-08,48.1654953192264
1c69e1e1,2014-03-08,51.2911590506306
1c69e1e1,2014-04-08,49.961815843198
1c69e1e1,2014-05-08,45.5029318626407
1c69e1e1,2014-06-08,51.7036787857404
1c69e1e1,2014-07-08,49.5898539431267
1c69e1e1,2014-08-08,50.3099886218566
1c69e1e1,2014-09-08,48.6031894892497
1c69e1e1,2014-10-08,46.149890728918
1c69e1e1,2014-11-08,48.1667860039233
1c69e1e1,2014-12-08,45.7310025500427
1c69e1e1,2015-01-08,48.1389199650716
1c69e1e1,2015-02-08,46.6723632566429
1c69e1e1,2015-03-08,45.9498722535615
1c69e1e1,2015-04-08,47.5409957771438
1c69e1e1,2015-05-08,49.5333469460254
1c69e1e1,2015-06-08,49.9406824622873
1c69e1e1,2015-07-08,46.0190934832689
1c69e1e1,2015-08-08,49.7093000074226
1c69e1e1,2015-09-08,47.1462458537962
1c69e1e1,2015-10-08,50.4054081693752
1c69e1e1,2015-11-08,47.3820920635326
1c69e1e1,2015-12-08,46.3747536037381
1c69e1e1,2016-01-08,49.9550371248879
1c69e1e1,2016-02-08,52.0892341727064
1c69e1e1,2016-03-08,51.7196909059468
1c69e1e1,2016-04-08,50.5465903388175
1c69e1e1,2016-05-08,49.125148648905
1c69e1e1,2016-06-08,47.9961769998805
1c69e1e1,2016-07-08,49.7760517109896
1c69e1e1,2016-08-08,49.6348305050282
1c69e1e1,2016-09-08,50.8247227763836
1c69e1e1,2016-10-08,48.9297187838466
1c69e1e1,2016-11-08,47.4591543704526
1c69e1e1,2016-12-08,50.9907050931342
641c952e,2006-12-08,101.655747397905
641c952e,2007-01-08,107.029636103535
641c952e,2007-02-08,94.5453863701897
641c952e,2007-03-08,107.507057523979
641c952e,2007-04-08,93.7828082330928
641c952e,2007-05-08,100.339077323663
641c952e,2007-06-08,96.2067002416798
641c952e,2007-07-08,95.0501609225804
641c952e,2007-08-08,104.896428337073
641c952e,2007-09-08,104.883676096333
641c952e,2007-10-08,104.569392662982
641c952e,2007-11-08,106.306911164408
641c952e,2007-12-08,99.8628544075628
641c952e,2008-01-08,94.2488920191904
641c952e,2008-02-08,102.725446419338
641c952e,2008-03-08,104.091636989247
641c952e,2008-04-08,96.3947804834718
641c952e,2008-05-08,98.2127403425828
641c952e,2008-06-08,103.991853348871
641c952e,2008-07-08,95.5308847500895
641c952e,2008-08-08,94.9232008270902
641c952e,2008-09-08,97.7631700716507
641c952e,2008-10-08,101.029423185022
641c952e,2008-11-08,104.102022230564
641c952e,2008-12-08,106.649985528946
641c952e,2009-01-08,98.314983734118
641c952e,2009-02-08,97.4692446720012
641c952e,2009-03-08,96.9764921589658
641c952e,2009-04-08,95.9437492793879
641c952e,2009-05-08,104.001082038571
641c952e,2009-06-08,96.0968153053657
641c952e,2009-07-08,103.855368386729
641c952e,2009-08-08,103.224970607958
641c952e,2009-09-08,96.8980733849915
641c952e,2009-10-08,103.556678376559
641c952e,2009-11-08,103.263650550487
641c952e,2009-12-08,103.493022424639
641c952e,2010-01-08,106.019250334223
641c952e,2010-02-08,104.569683182504
641c952e,2010-03-08,100.583703227563
641c952e,2010-04-08,103.097178896408
641c952e,2010-05-08,101.333328317886
641c952e,2010-06-08,99.0848668578235
641c952e,2010-07-08,95.1542857698226
641c952e,2010-08-08,101.838092046512
641c952e,2010-09-08,94.0045657430131
641c952e,2010-10-08,105.501794468506
641c952e,2010-11-08,104.48874423942
641c952e,2010-12-08,98.4731778015801
641c952e,2011-01-08,101.687900283229
641c952e,2011-02-08,106.275500698946
641c952e,2011-03-08,99.6522503381065
641c952e,2011-04-08,105.706942070864
641c952e,2011-05-08,99.4991763563674
641c952e,2011-06-08,95.9485250345218
641c952e,2011-07-08,104.551180065661
641c952e,2011-08-08,104.070031799922
641c952e,2011-09-08,99.6736414159591
641c952e,2011-10-08,107.783543940611
641c952e,2011-11-08,106.269652795294
641c952e,2011-12-08,95.8689759203821
641c952e,2012-01-08,96.0746117118282
641c952e,2012-02-08,102.319273647874
641c952e,2012-03-08,105.349818237777
641c952e,2012-04-08,99.2285568062559
641c952e,2012-05-08,98.0702044968326
641c952e,2012-06-08,100.807721254116
641c952e,2012-07-08,94.9158316967466
641c952e,2012-08-08,96.2837072969073
641c952e,2012-09-08,97.5716569090193
641c952e,2012-10-08,101.755406633746
641c952e,2012-11-08,105.636757902752
641c952e,2012-12-08,105.160856936341
641c952e,2013-01-08,107.096145207554
641c952e,2013-02-08,107.04691538201
641c952e,2013-03-08,99.193201448705
641c952e,2013-04-08,107.356582660003
641c952e,2013-05-08,104.742962316368
641c952e,2013-06-08,95.8761981605249
641c952e,2013-07-08,98.0240129274347
641c952e,2013-08-08,98.6251150654489
641c952e,2013-09-08,94.3459513253224
641c952e,2013-10-08,103.932134974977
641c952e,2013-11-08,96.5263096021643
641c952e,2013-12-08,100.100999391126
641c952e,2014-01-08,106.136531725483
641c952e,2014-02-08,107.333361383809
641c952e,2014-03-08,96.365283663447
641c952e,2014-04-08,98.0044256072941
641c952e,2014-05-08,107.311157790272
641c952e,2014-06-08,94.8291889245921
641c952e,2014-07-08,100.12927324366
641c952e,2014-08-08,95.5800219679516
641c952e,2014-09-08,103.404334281902
641c952e,2014-10-08,97.6733439472887
641c952e,2014-11-08,101.064450483644
641c952e,2014-12-08,107.730410488171
641c952e,2015-01-08,104.736936917389
641c952e,2015-02-08,102.236153896374
641c952e,2015-03-08,96.2083702509299
641c952e,2015-04-08,94.5028462922595
641c952e,2015-05-08,96.1858129959721
641c952e,2015-06-08,94.0393806195332
641c952e,2015-07-08,105.919574938037
641c952e,2015-08-08,95.4762106693775
641c952e,2015-09-08,107.34216771098
641c952e,2015-10-08,97.3070288525935
641c952e,2015-11-08,95.02704580178
641c952e,2015-12-08,104.2793824932
641c952e,2016-01-08,99.4390987225545
641c952e,2016-02-08,99.306930438651
641c952e,2016-03-08,95.098750031048
641c952e,2016-04-08,100.040921763861
641c952e,2016-05-08,95.4333178860279
641c952e,2016-06-08,97.8809313426485
641c952e,2016-07-08,106.397792864423
641c952e,2016-08-08,93.7641020773629
641c952e,2016-09-08,97.4085451923095
641c952e,2016-10-08,94.9573289937218
641c952e,2016-11-08,98.0243993940931
641c952e,2016-12-08,96.913955448433
bf324abb,2006-12-08,79.8978022980354
bf324abb,2007-01-08,85.523220161336
bf324abb,2007-02-08,76.2789656986573
bf324abb,2007-03-08,85.8206230521063
bf324abb,2007-04-08,85.4622654919516
bf324abb,2007-05-08,85.1731691647011
bf324abb,2007-06-08,81.3143043560212
bf324abb,2007-07-08,76.078909820729
bf324abb,2007-08-08,85.7870425167728
bf324abb,2007-09-08,83.2898541274268
bf324abb,2007-10-08,76.3177963852844
bf324abb,2007-11-08,84.2609536516437
bf324abb,2007-12-08,84.6912696963074
bf324abb,2008-01-08,75.942717244753
bf324abb,2008-02-08,87.1436712176209
bf324abb,2008-03-08,85.7292691523393
bf324abb,2008-04-08,84.4667166725319
bf324abb,2008-05-08,80.374275030788
